,Faculty,Course,A,A-,B,B-,C,C-,D,W,F,Popularity_score,Difficulty_score,Difficulty_Level
205,Ази судлалын тэнхим,Хятадын түүх,10.0,17.25,3.5,3.75,1.25,1.75,3.0,2.25,0.0,42.75,4.002923976608187,1
206,Ази судлалын тэнхим,Хятадын түүх соёлын судалгаа,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
207,Ази судлалын тэнхим,"Хятадын улс төр, гадаад харилцаа",6.0,2.5,2.0,2.0,0.75,1.25,1.0,0.75,0.0,16.25,3.9615384615384617,1
208,Ази судлалын тэнхим,Хятадын уран зохиолын удиртгал,9.666666666666666,3.5,3.5,4.0,4.666666666666667,4.0,5.333333333333333,2.3333333333333335,4.333333333333333,41.333333333333336,3.6058558558558564,1
209,Ази судлалын тэнхим,Хятадын эдийн засгийн газарзүй,5.666666666666667,5.0,2.6666666666666665,2.3333333333333335,0.5,0.0,1.0,0.8333333333333334,0.3333333333333333,18.333333333333332,4.12962962962963,1
210,Ази судлалын тэнхим,Эрдэм шинжилгээний найруулга зүй,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.75,0
211,Ази судлалын тэнхим,Эртний түрк хэл,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
212,Ази судлалын тэнхим,Эртний түрэг хэл,2.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,3.5,4.571428571428571,0
213,Ази судлалын тэнхим,Эртний хятад хэл,1.25,2.5,0.5,0.25,0.75,0.25,0.75,3.75,0.25,10.25,2.875,2
214,Ази судлалын тэнхим,Япон орон судлалын удиртгал,0.25,2.25,2.75,1.75,1.0,1.25,2.5,4.0,1.25,17.0,2.8492063492063493,2
215,Ази судлалын тэнхим,Япон хэл 1,22.5,2.75,1.0,1.25,0.25,0.0,0.0,1.75,0.0,29.5,4.601694915254237,0
216,Ази судлалын тэнхим,Япон хэл 1 (Ерөнхий суурь),61.9,31.0,16.4,15.9,7.8,5.0,5.1,34.4,9.9,187.4,3.7219718309859147,1
217,Ази судлалын тэнхим,Япон хэл 2,6.0,5.0,3.0,0.5,0.0,1.0,2.5,0.5,0.0,18.5,4.013513513513513,1
218,Ази судлалын тэнхим,Япон хэл 2 (Ерөнхий суурь),16.8,9.6,3.3,3.3,0.7,0.4,1.1,6.9,1.5,43.6,3.934679334916864,1
219,Ази судлалын тэнхим,Япон хэл 3,7.0,2.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0,10.0,4.7625,0
220,Ази судлалын тэнхим,Япон хэл заах аргазүй,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
221,Ази судлалын тэнхим,Япон хэл соёл,2.5,3.5,2.5,3.5,2.0,1.5,0.5,1.5,1.0,18.5,3.642857142857143,1
222,Ази судлалын тэнхим,Япон хэл шинжлэлийн удиртгал,0.5,3.5,3.5,5.0,0.75,0.75,1.25,1.0,0.5,16.75,3.5615384615384613,1
223,Ази судлалын тэнхим,"Япон хэл, соёл",3.75,3.0,3.25,3.5,1.75,0.0,0.0,2.0,0.0,17.25,3.753623188405797,1
224,Ази судлалын тэнхим,Япон хэлний бичгийн орчуулга,0.5,5.5,1.25,2.0,1.75,2.0,5.0,1.5,1.25,20.75,3.1923076923076925,2
225,Ази судлалын тэнхим,Япон хэлний найруулга зүй,2.0,2.3333333333333335,0.6666666666666666,2.0,1.6666666666666667,2.0,4.0,2.0,1.0,17.666666666666668,3.0700000000000003,2
226,Ази судлалын тэнхим,"Япон хэлний нийгэм, улс төрийн орчуулга",2.3333333333333335,1.6666666666666667,1.0,2.0,0.0,0.0,0.0,0.3333333333333333,0.0,7.333333333333333,4.159090909090909,1
227,Ази судлалын тэнхим,Япон хэлний түүх,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1666666666666667,4.928571428571428,0
228,Ази судлалын тэнхим,Япон хэлний түүхэн эх сурвалжийн орчуулга,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
229,Ази судлалын тэнхим,Япон хэлний уран зохиолын орчуулга,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.75,0
230,Ази судлалын тэнхим,Япон хэлний утга зүй,4.0,1.5,0.75,1.0,0.25,2.0,0.5,3.0,1.25,14.25,3.4038461538461537,1
231,Ази судлалын тэнхим,Япон хэлний хэлмэрчлэхүй,3.75,2.25,1.0,0.75,0.5,1.25,0.25,1.0,0.75,11.5,3.941860465116279,1
232,Ази судлалын тэнхим,"Япон хэлний эдийн засаг, бизнесийн орчуулга",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
233,Ази судлалын тэнхим,"Японы нийгэм, соёл",3.0,2.75,3.75,2.5,0.5,2.0,1.75,2.5,0.25,19.0,3.4066666666666667,1
234,Ази судлалын тэнхим,Японы сонгодог уран зохиол ,2.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,3.5,1
235,Ази судлалын тэнхим,Японы соёл урлаг,3.5,13.333333333333334,5.666666666666667,5.333333333333333,0.0,0.0,0.5,1.6666666666666667,0.5,30.5,4.066666666666666,1
236,Ази судлалын тэнхим,Японы соёлын түүх,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
237,Ази судлалын тэнхим,Японы түүх,4.0,5.75,4.5,3.0,1.5,1.25,3.0,1.25,1.25,25.5,3.731958762886598,1
238,Ази судлалын тэнхим,"Японы улс төр, гадаад харилцаа",2.0,3.5,3.3333333333333335,1.6666666666666667,0.5,2.1666666666666665,1.1666666666666667,1.3333333333333333,0.8333333333333334,16.5,3.5957446808510647,1
239,Ази судлалын тэнхим,Японы уран зохиолын удиртгал,7.5,3.25,1.25,1.0,0.5,0.0,0.25,2.5,0.0,16.25,4.007692307692308,1
240,Ази судлалын тэнхим,Японы эдийн засгийн газарзүй,7.666666666666667,5.166666666666667,2.0,1.3333333333333333,1.0,1.0,1.3333333333333333,1.1666666666666667,0.0,20.666666666666668,4.044354838709678,1
241,Ази судлалын тэнхим,"Японы эрт, дундад үеийн түүх",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
242,Ази судлалын тэнхим,солонгос хэл-1 ,6.5,4.0,1.5,0.5,0.5,0.5,0.5,4.5,0.5,19.0,3.6216216216216215,1
243,Ази судлалын тэнхим,солонгос хэл-2,4.5,2.5,1.5,1.0,0.0,1.0,1.5,0.5,1.5,14.0,4.06,1
244,Ази судлалын тэнхим,солонгос хэл-3,3.5,2.5,0.5,1.5,1.0,0.0,0.5,0.0,1.0,10.5,4.315789473684211,0
245,Ази судлалын тэнхим,япон хэл-1,4.0,4.0,2.5,1.5,0.0,1.0,1.0,4.0,0.0,18.0,3.4305555555555554,1
246,Ази судлалын тэнхим,япон хэл-2,5.5,3.0,1.0,0.0,0.0,1.0,0.0,0.5,0.0,11.0,4.363636363636363,0
247,Ази судлалын тэнхим,япон хэл-3,9.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,4.904761904761905,0
248,Ази судлалын тэнхим,Үгийн сан судлал,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,4.875,0
249,Ази судлалын тэнхим,Үүргийн хэл шинжлэл,1.25,2.75,2.25,1.0,0.0,0.0,0.0,0.0,0.0,7.25,4.293103448275862,0
250,Ази судлалын тэнхим,Үүсгүүр өгүүлбэрзүй,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
251,Ази судлалын тэнхим,"Өрнө, дорнын орчуулгын уламжлал",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
252,Англи хэлний орчуулга судлалын тэнхим,Англи хэлний дипломат албан бичиг эрх зүйн орчуулга,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
253,Англи хэлний орчуулга судлалын тэнхим,"Англи хэлний шинжлэх ухаан, техникийн орчуулга I",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
254,Англи хэлний орчуулга судлалын тэнхим,Англи хэлний үгзүй,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1
255,Англи-Монгол хэлний тэнхим,Академик англи хэл /Бичих/,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.25,2
256,Англи-Монгол хэлний тэнхим,Академик англи хэл /Унших/,1.5,1.0,0.0,4.0,0.5,1.0,0.5,0.0,0.5,9.0,3.7058823529411766,1
257,Англи-Монгол хэлний тэнхим,Академик англи хэл /Харилцаа дадлага/,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,3.6,1
258,Англи-Монгол хэлний тэнхим,Академик англи хэл III,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0,3.0,2
259,Англи-Монгол хэлний тэнхим,Академик англи хэл/орчин цаг/,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,12.0,3.9166666666666665,1
260,Англи-Монгол хэлний тэнхим,Англи Монгол хэлний зэрэгцүүлсэн хэлзүй,0.0,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.6666666666666667,1.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,8.333333333333334,3.3199999999999994,2
261,Англи-Монгол хэлний тэнхим,Англи хэл,29.25,18.5,13.25,9.25,2.25,2.0,2.5,3.25,10.75,91.0,4.306853582554517,0
262,Англи-Монгол хэлний тэнхим,Англи хэл /академик/,3.25,4.5,3.75,7.5,6.5,4.5,9.0,1.0,1.75,41.75,3.23125,2
263,Англи-Монгол хэлний тэнхим,Англи хэл /чөлөөт-2/,0.5,0.0,0.5,0.0,1.5,0.0,0.0,0.0,0.0,2.5,3.6,1
